"""Preliminär Verifikationslista""",,,,,
Samis Jackets AB,,,,,
559489-5301,,,,,
"""Utskriftsdatum"": den 8 May 2026 11:20:20",,,,,
,,,,,
"""Räkenskapsår:"" 2024-07-01 - 2025-12-31",,,,,
"""Avser perioden"" 2024-07-01 - 2025-12-31",,,,,
,,,,,
"""Verifikation""","""Datum""","""Beskrivning/Konto""","""Typ""","""Debet""","""Kredit"""
,,1930 Företagskonto,,,119.00
,,,,,
A 938,2025-12-17,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,61.44,
,,2641 Debiterad ingående moms,,15.36,
,,1930 Företagskonto,,,76.80
,,,,,
A 939,2025-12-17,Worldline deposit B12179405561,,,
,,1930 Företagskonto,,4422.83,
,,1947 Worldline,,,4422.83
,,,,,
A 940,2025-12-19,Worldline deposit B12199460221,,,
,,1930 Företagskonto,,6409.08,
,,1947 Worldline,,,6409.08
,,,,,
A 941,2025-12-22,Svea Ekonomi kortterminal,,,
,,6570 Bankkostnader,,198.40,
,,2641 Debiterad ingående moms,,49.60,
,,1930 Företagskonto,,,248.00
,,,,,
A 942,2025-12-22,Worldline deposit B12219518994,,,
,,1930 Företagskonto,,8512.45,
,,1947 Worldline,,,8512.45
,,,,,
A 943,2025-12-29,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,199.50,
,,2641 Debiterad ingående moms,,49.88,
,,1930 Företagskonto,,,249.38
,,,,,
A 944,2025-12-29,Frakt DB Schenker 9423047,,,
,,5700 Frakter och transporter (gruppkonto),,84.00,
,,2641 Debiterad ingående moms,,21.00,
,,1930 Företagskonto,,,105.00
,,,,,
A 945,2025-12-29,Worldline deposit B12269613247,,,
,,1930 Företagskonto,,6894.90,
,,1947 Worldline,,,6894.90
,,,,,
A 946,2025-12-29,Worldline deposit B12299649730,,,
,,1930 Företagskonto,,3644.67,
,,1947 Worldline,,,3644.67
,,,,,
A 947,2025-12-29,Worldline deposit B12249582328,,,
,,1930 Företagskonto,,4899.72,
,,1947 Worldline,,,4899.72
,,,,,
A 948,2025-12-30,Worldline deposit B12309664541,,,
,,1930 Företagskonto,,137.10,
,,1947 Worldline,,,137.10
,,,,,
A 949,2025-12-31,Ranta Marginalen,,,
,,1930 Företagskonto,,122.38,
,,8400 Räntekostnader (gruppkonto),,,122.38
,,,,,
A 950,2025-12-31,Ranta Marginalen,,,
,,1930 Företagskonto,,0.23,
,,8400 Räntekostnader (gruppkonto),,,0.23
,,,,,
A 951,2025-10-31,Worldline avgift oktober,,,
,,6570 Bankkostnader,,400.67,
,,1947 Worldline,,,400.67
,,,,,
A 952,2025-11-30,Worldline avgift november,,,
,,6570 Bankkostnader,,811.68,
,,1947 Worldline,,,811.68
,,,,,
A 953,2025-12-31,Worldline avgift december,,,
,,6570 Bankkostnader,,542.83,
,,1947 Worldline,,,542.83
,,,,,
A 954,2025-10-31,Kortforsaljning Oktober Worldline,,,
,,1947 Worldline,,75685.21,
,,3051 Försäljn varor 25% sv,,,60548.17
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,15137.04
,,,,,
A 955,2025-11-30,Kortforsaljning November Worldline,,,
,,1947 Worldline,,153447.31,
,,3051 Försäljn varor 25% sv,,,122757.85
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,30689.46
,,,,,
A 956,2025-12-31,Kortforsaljning December Worldline,,,
,,1947 Worldline,,87156.66,
,,3051 Försäljn varor 25% sv,,,69725.33
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,17431.33
,,,,,
A 957,2025-12-31,Kontantforsaljning Q4,,,
,,1910 Kassa,,43087.75,
,,3051 Försäljn varor 25% sv,,,34470.20
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,8617.55
,,,,,
A 958,2025-10-03,Shopify EUR 103.75,,,
,,1580 Fordringar för kontokort och kuponger,,1193.13,
,,3051 Försäljn varor 25% sv,,,954.50
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,238.63
,,,,,
A 959,2025-10-10,Shopify EUR 86.12,,,
,,1580 Fordringar för kontokort och kuponger,,990.38,
,,3051 Försäljn varor 25% sv,,,792.30
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,198.08
,,,,,
A 960,2025-10-17,Shopify EUR 418.35,,,
,,1580 Fordringar för kontokort och kuponger,,4811.03,
,,3051 Försäljn varor 25% sv,,,3848.82
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,962.21
,,,,,
A 961,2025-10-24,Shopify EUR 154.12,,,
,,1580 Fordringar för kontokort och kuponger,,1772.38,
,,3051 Försäljn varor 25% sv,,,1417.90
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,354.48
,,,,,
A 962,2025-11-07,Shopify EUR 371.75,,,
,,1580 Fordringar för kontokort och kuponger,,4275.13,
,,3051 Försäljn varor 25% sv,,,3420.10
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,855.03
,,,,,
A 963,2025-11-14,Shopify EUR 86.37,,,
,,1580 Fordringar för kontokort och kuponger,,993.32,
,,3051 Försäljn varor 25% sv,,,794.66
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,198.66
,,,,,
A 964,2025-11-21,Shopify EUR 1398.29,,,
,,1580 Fordringar för kontokort och kuponger,,16080.33,
,,3051 Försäljn varor 25% sv,,,12864.27
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,3216.06
,,,,,
A 965,2025-11-28,Shopify EUR 2199.39,,,
,,1580 Fordringar för kontokort och kuponger,,25292.99,
,,3051 Försäljn varor 25% sv,,,20234.39
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,5058.60
,,,,,
A 966,2025-12-05,Shopify EUR 573.75,,,
,,1580 Fordringar för kontokort och kuponger,,6598.13,
,,3051 Försäljn varor 25% sv,,,5278.50
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,1319.63
,,,,,
A 967,2025-12-12,Shopify EUR 58.31,,,
,,1580 Fordringar för kontokort och kuponger,,670.55,
,,3051 Försäljn varor 25% sv,,,536.44
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,134.11
,,,,,
A 968,2025-12-29,Shopify EUR 86.77,,,
,,1580 Fordringar för kontokort och kuponger,,997.85,
,,3051 Försäljn varor 25% sv,,,798.28
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,199.57
,,,,,
A 969,2025-12-31,Varuforbrukning Q4 2025,,,
,,4110 Kostnad slda varor,,225647.19,
,,1460 Lager av handelsvaror,,,225647.19
,,,,,
A 970,2025-12-31,Reklamgavor till kunder Q4 2025,,,
,,5900 Reklam och PR (gruppkonto),,26238.05,
,,1460 Lager av handelsvaror,,,26238.05
,,,,,
A 971,2025-12-31,Kassation och svinn Q4 2025,,,
,,4530 Inköp av tjänster m.m. från utlandet,,10495.22,
,,1460 Lager av handelsvaror,,,10495.22
,,,,,
A 972,2025-11-24,Liuhua Hotel Guangzhou - Kinaresa arbetsresa,,,
,,5010 Lokalhyra,,7178.53,
,,"2893 Skulder till närstående personer, kortfristig del",,,7178.53
,,,,,
A 973,2025-11-29,Liuhua Hotel Guangzhou - Kinaresa arbetsresa,,,
,,5010 Lokalhyra,,4486.38,
,,"2893 Skulder till närstående personer, kortfristig del",,,4486.38
,,,,,
A 974,2025-11-27,FOREX Arlanda - Lneavans till Future World Tech,,,
,,2441 Future World Tech,,10000.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,10000.00
,,,,,
A 975,2025-11-28,Kontantuttagsavgift - Remamber kort avgift,,,
,,5900 Reklam och PR (gruppkonto),,240.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,240.00
,,,,,
A 976,2025-12-05,Aviavgift - Remamber kortavgift,,,
,,5900 Reklam och PR (gruppkonto),,31.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,31.20
,,,,,
A 977,2025-12-05,vertrasseringsavgift - Remamber,,,
,,5900 Reklam och PR (gruppkonto),,76.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,76.00
,,,,,
A 978,2025-10-06,Wise Enterprise transfer,,,
,,1945 Wise SEK,,2026.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,2026.20
,,,,,
A 979,2025-11-03,G&S By Samis jackets test transaktion,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,1.00
,,"2893 Skulder till närstående personer, kortfristig del",,1.00,
,,,,,
A 980,2025-10-20,G&S By Samis jackets test transaktion,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,1.00
,,"2893 Skulder till närstående personer, kortfristig del",,1.00,
,,,,,
A 981,2025-10-06,G&S By Samis jackets test transaktion,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,1.00
,,"2893 Skulder till närstående personer, kortfristig del",,1.00,
,,,,,
A 982,2025-10-06,G&S By Samis jackets test transaktion,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,1.00
,,"2893 Skulder till närstående personer, kortfristig del",,1.00,
,,,,,
A 983,2025-12-09,YESIM Roaming - Kinaresa,,,
,,6990 Övriga externa kostnader,,167.17,
,,"2893 Skulder till närstående personer, kortfristig del",,,167.17
,,,,,
A 984,2025-10-23,Fortnox Bokforingsprogram,,,
,,6500 Övriga externa tjänster (gruppkonto),,119.20,
,,2641 Debiterad ingående moms,,29.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,149.00
,,,,,
A 985,2025-11-01,Fortnox Bokforingsprogram,,,
,,6500 Övriga externa tjänster (gruppkonto),,119.20,
,,2641 Debiterad ingående moms,,29.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,149.00
,,,,,
A 986,2025-11-14,Fortnox Bokforingsprogram,,,
,,6500 Övriga externa tjänster (gruppkonto),,19.20,
,,2641 Debiterad ingående moms,,4.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,24.00
,,,,,
A 987,2025-12-12,Fortnox Bokforingsprogram,,,
,,6500 Övriga externa tjänster (gruppkonto),,119.20,
,,2641 Debiterad ingående moms,,29.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,149.00
,,,,,
A 988,2025-11-17,"Skatteverket Betalning (korrigerad med verifikation A1031 av Mohammad Sami Alsharef, 2026-01-07)",,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,400.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,400.00
,,,,,
A 989,2025-10-26,SJ AB Tag - Arbetsresa,,,
,,5010 Lokalhyra,,76.80,
,,2641 Debiterad ingående moms,,19.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,96.00
,,,,,
A 990,2025-10-26,SJ AB Tag - Arbetsresa,,,
,,5010 Lokalhyra,,76.80,
,,2641 Debiterad ingående moms,,19.20,
,,"2893 Skulder till närstående personer, kortfristig del",,,96.00
,,,,,
A 991,2025-10-14,MALARDALSTRAFIKEN - Arbetsresa,,,
,,5010 Lokalhyra,,293.60,
,,2641 Debiterad ingående moms,,73.40,
,,"2893 Skulder till närstående personer, kortfristig del",,,367.00
,,,,,
A 992,2025-10-12,MALARDALSTRAFIKEN - Arbetsresa,,,
,,5010 Lokalhyra,,293.60,
,,2641 Debiterad ingående moms,,73.40,
,,"2893 Skulder till närstående personer, kortfristig del",,,367.00
,,,,,
A 993,2025-11-27,MALARDALSTRAFIKEN - Arbetsresa,,,
,,5010 Lokalhyra,,587.20,
,,2641 Debiterad ingående moms,,146.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,734.00
,,,,,
A 994,2025-12-24,Swish Auronis AB - Fretagsbetalning,,,
,,"2893 Skulder till närstående personer, kortfristig del",,,100.00
,,"2893 Skulder till närstående personer, kortfristig del",,100.00,
,,,,,
A 995,2025-10-01,TikTok Ads - Marknadsforing,,,
,,5900 Reklam och PR (gruppkonto),,1070.11,
,,"2893 Skulder till närstående personer, kortfristig del",,,1070.11
,,,,,
A 996,2025-11-01,Google GSUITE - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,63.12,
,,"2893 Skulder till närstående personer, kortfristig del",,,63.12
,,,,,
A 997,2025-12-01,Google GSUITE - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,63.42,
,,"2893 Skulder till närstående personer, kortfristig del",,,63.42
,,,,,
A 998,2025-10-01,Google GSUITE - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,63.77,
,,"2893 Skulder till närstående personer, kortfristig del",,,63.77
,,,,,
A 999,2025-12-01,TikTok Ads - Marknadsforing,,,
,,5900 Reklam och PR (gruppkonto),,29.03,
,,"2893 Skulder till närstående personer, kortfristig del",,,29.03
,,,,,
A 1000,2025-12-03,TikTok Ads - Marknadsforing,,,
,,5900 Reklam och PR (gruppkonto),,2744.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,2744.00
,,,,,
A 1001,2025-10-13,Shopify Platform - E-handel,,,
,,6500 Övriga externa tjänster (gruppkonto),,323.67,
,,2641 Debiterad ingående moms,,80.92,
,,"2893 Skulder till närstående personer, kortfristig del",,,404.59
,,,,,
A 1002,2025-11-12,Shopify Platform - E-handel,,,
,,6500 Övriga externa tjänster (gruppkonto),,400.49,
,,2641 Debiterad ingående moms,,100.12,
,,"2893 Skulder till närstående personer, kortfristig del",,,500.61
,,,,,
A 1003,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,17.02,
,,2641 Debiterad ingående moms,,4.26,
,,"2893 Skulder till närstående personer, kortfristig del",,,21.28
,,,,,
A 1004,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,83.61,
,,2641 Debiterad ingående moms,,20.90,
,,"2893 Skulder till närstående personer, kortfristig del",,,104.51
,,,,,
A 1005,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,51.10,
,,2641 Debiterad ingående moms,,12.77,
,,"2893 Skulder till närstående personer, kortfristig del",,,63.87
,,,,,
A 1006,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,51.10,
,,2641 Debiterad ingående moms,,12.77,
,,"2893 Skulder till närstående personer, kortfristig del",,,63.87
,,,,,
A 1007,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,48.00,
,,2641 Debiterad ingående moms,,12.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,60.00
,,,,,
A 1008,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,48.00,
,,2641 Debiterad ingående moms,,12.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,60.00
,,,,,
A 1009,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,48.00,
,,2641 Debiterad ingående moms,,12.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,60.00
,,,,,
A 1010,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,
,,6990 Övriga externa kostnader,,16.00,
,,2641 Debiterad ingående moms,,4.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,20.00
,,,,,
A 1011,2025-11-10,St1 Gillbergaplan - Fretagsbrnsle,,,
,,5010 Lokalhyra,,757.14,
,,2641 Debiterad ingående moms,,189.28,
,,"2893 Skulder till närstående personer, kortfristig del",,,946.42
,,,,,
A 1012,2025-11-25,AIMO Parkering - Fretag,,,
,,5010 Lokalhyra,,283.96,
,,2641 Debiterad ingående moms,,70.99,
,,"2893 Skulder till närstående personer, kortfristig del",,,354.95
,,,,,
A 1013,2025-11-16,Apple.com iCloud - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,13.60,
,,2641 Debiterad ingående moms,,3.40,
,,"2893 Skulder till närstående personer, kortfristig del",,,17.00
,,,,,
A 1014,2025-12-11,Apple.com iCloud - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,199.20,
,,2641 Debiterad ingående moms,,49.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,249.00
,,,,,
A 1015,2025-12-16,Apple.com iCloud - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,14.40,
,,2641 Debiterad ingående moms,,3.60,
,,"2893 Skulder till närstående personer, kortfristig del",,,18.00
,,,,,
A 1016,2025-10-16,Apple.com iCloud - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,14.40,
,,2641 Debiterad ingående moms,,3.60,
,,"2893 Skulder till närstående personer, kortfristig del",,,18.00
,,,,,
A 1017,2025-10-11,Apple.com iCloud - Fretagstjanst,,,
,,6500 Övriga externa tjänster (gruppkonto),,199.20,
,,2641 Debiterad ingående moms,,49.80,
,,"2893 Skulder till närstående personer, kortfristig del",,,249.00
,,,,,
A 1018,2025-12-02,Partners on Booking BV - Resekostnader Arlanda,,,
,,5010 Lokalhyra,,1139.47,
,,2641 Debiterad ingående moms,,284.87,
,,"2893 Skulder till närstående personer, kortfristig del",,,1424.34
,,,,,
A 1019,2025-10-05,Tubekick - Underhllning/Fretag,,,
,,5900 Reklam och PR (gruppkonto),,104.85,
,,2641 Debiterad ingående moms,,26.21,
,,"2893 Skulder till närstående personer, kortfristig del",,,131.06
,,,,,
A 1020,2025-11-15,TG JBC Orebro - Arbetsresa,,,
,,5010 Lokalhyra,,1644.00,
,,2641 Debiterad ingående moms,,411.00,
,,"2893 Skulder till närstående personer, kortfristig del",,,2055.00
,,,,,
A 1021,2025-11-28,Shopify Sale for Wise payout,,,
,,1580 Fordringar för kontokort och kuponger,,39934.97,
,,3051 Försäljn varor 25% sv,,,31947.98
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,7986.99
,,,,,
A 1022,2025-11-01,Intñktsrñnta Skattekonto nov,,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,3.00,
,,8314 Skattefria ränteintäkter,,,3.00
,,,,,
A 1023,2025-11-12,Frseningsavgift Skattekonto,,,
,,6530 Redovisningstjänster,,625.00,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,625.00
,,,,,
A 1024,2025-11-12,Moms juli-sept 2025 debiterad Skattekonto,,,
,,2650 Redovisningskonto för moms,,15714.00,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,15714.00
,,,,,
A 1025,2025-12-06,"Intñktsrñnta Skattekonto dec (korrigerad med verifikation A1032 av Mohammad Sami Alsharef, 2026-01-07)",,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,5.00,
,,8314 Skattefria ränteintäkter,,,5.00
,,,,,
A 1026,2025-12-31,Valutakursjustering EUR 1944 - Bokslut,,,
,,1944 Wise EUR,,,2017.41
,,7960 Valutakursförluster på fordringar och skulder av rörelsekaraktär,,2017.41,
,,,,,
A 1027,2025-12-31,Valutakursjustering USD 1942 - Bokslut,,,
,,1942 Wise USD,,,364.01
,,7960 Valutakursförluster på fordringar och skulder av rörelsekaraktär,,364.01,
,,,,,
A 1028,2025-12-31,"Momsavstñmning Q4 2025 - UtgÑende moms till momsredovisning (korrigerad med verifikation A1033 av Mohammad Sami Alsharef, 2026-01-07)",,,
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,92597.43,
,,2650 Redovisningskonto för moms,,,92597.43
,,,,,
A 1029,2025-12-31,"Momsavstñmning Q4 2025 - IngÑende moms till momsredovisning (korrigerad med verifikation A1034 av Mohammad Sami Alsharef, 2026-01-07)",,,
,,2641 Debiterad ingående moms,,,10954.62
,,2650 Redovisningskonto för moms,,10954.62,
,,,,,
A 1030,2025-12-31,återbetalning till ahmed ,,,
,,1910 Kassa,,,43381.00
,,"2893 Skulder till närstående personer, kortfristig del",,43381.00,
,,,,,
A 1031,2025-11-17,"Korrigering av ver.nr. A988, Skatteverket Betalning (av Mohammad Sami Alsharef, 2026-01-07)",,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,400.00
,,"2893 Skulder till närstående personer, kortfristig del",,400.00,
,,,,,
A 1032,2025-12-06,"Korrigering av ver.nr. A1025, Intñktsrñnta Skattekonto dec (av Mohammad Sami Alsharef, 2026-01-07)",,,
,,1630 Avräkning för skatter och avgifter (skattekonto),,,5.00
,,8314 Skattefria ränteintäkter,,5.00,
,,,,,
A 1033,2025-12-31,"Korrigering av ver.nr. A1028, Momsavstñmning Q4 2025 - UtgÑende moms till momsredovisning (av Mohammad Sami Alsharef, 2026-01-07)",,,
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,,92597.43
,,2650 Redovisningskonto för moms,,92597.43,
,,,,,
A 1034,2025-12-31,"Korrigering av ver.nr. A1029, Momsavstñmning Q4 2025 - IngÑende moms till momsredovisning (av Mohammad Sami Alsharef, 2026-01-07)",,,
,,2641 Debiterad ingående moms,,10954.62,
,,2650 Redovisningskonto för moms,,,10954.62
,,,,,
A 1035,2025-12-31,Momsredovisning oktober-december 2025,,,
,,2641 Debiterad ingående moms,,,10954.62
,,"2611 Utgående moms på försäljning inom Sverige, 25%",,92597.43,
,,2650 Redovisningskonto för moms,,,81643.00
,,3740 Öres- och kronutjämning,,0.19,
,,,,,
A 1036,2025-12-31,"Wise avstñmning SEK, USD, GBP, EUR",,,
,,1945 Wise SEK,,,7569.80
,,1942 Wise USD,,3117.52,
,,1943 Wise GBP,,,1847.99
,,1944 Wise EUR,,12.83,
,,6570 Bankkostnader,,6287.44,
,,,,,
