"""Preliminär Huvudbok""",,,,,,,,
Samis Jackets AB,,,,,,,,
559489-5301,,,,,,,,
"""Utskriftsdatum"": den 8 May 2026 11:20:44",,,,,,,,
,,,,,,,,
"""Räkenskapsår:"" 2024-07-01 - 2025-12-31",,,,,,,,
"""Avser perioden"" 2024-07-01 - 2025-12-31",,,,,,,,
,,,,,,,,
,,,,,,,,
"""Konto""","""Verifikation""","""Datum""","""Beskrivning""","""Momskod""","""Moms""","""Debet""","""Kredit""","""Saldo"""
"1220 Inventarier, verktyg och installationer",,,,,,,,
,A 126,2024-12-03,(eparkera session 252),,,,"36,90","-264 168,28"
,A 127,2024-12-03,Google GSUITE-samisjack (google workspace),,,,"162,14","-264 330,42"
,A 85,2024-12-04,utgift/kostnad (hotel Booking.com ),,,,"1 985,03","-266 315,45"
,A 86,2024-12-04,(yesim) simkort,,,,"235,82","-266 551,27"
,A 119,2024-12-04,meta facebook ads,,,,"556,00","-267 107,27"
,A 87,2024-12-05,(yesim) simkort,,,,"560,39","-267 667,66"
,A 164,2024-12-05,Loan from Director to Company - Cash Flow Support,,,,"120 000,00","-387 667,66"
,A 80,2024-12-06,utgift/kostnad (hotel Booking.com ),,,,"1 971,52","-389 639,18"
,A 120,2024-12-08,meta facebook ads,,,,"556,63","-390 195,81"
,A 451,2024-12-11,Received money from ahmed gheyath,,,,"177 920,00","-568 115,81"
,A 449,2024-12-12,Received money from MOHAMMAD SAMI,,,,"133 440,00","-701 555,81"
,A 450,2024-12-12,Received money from MOHAMMAD SAMI,,,,"94 520,00","-796 075,81"
,A 76,2024-12-16,Aimo Park Sweden,,,,"314,95","-796 390,76"
,A 125,2024-12-16,apple.com bill,,,,"18,00","-796 408,76"
,A 83,2024-12-17,GOOGLE Google Workspace,,,,"162,14","-796 570,90"
,A 94,2024-12-17,shopify avgift f. 307497458,,,,"2 221,25","-798 792,15"
,A 79,2024-12-19,Aimo Park Sweden,,,,"314,95","-799 107,10"
,A 77,2024-12-21,utgift/kostnad (willys ),,,,"1 937,17","-801 044,27"
,A 82,2024-12-21,utgift/kostnad (hotel Booking.com ),,,,"3 475,58","-804 519,85"
,A 121,2024-12-25,meta facebook ads,,,,"464,60","-804 984,45"
,A 147,2024-12-27,apple.com bill,,,,"39,00","-805 023,45"
,A 148,2024-12-27,AI-marknadsfring,,,,"11,30","-805 034,75"
,A 155,2024-12-27,apple.com bill,,,,"35,06","-805 069,81"
,A 122,2024-12-28,meta facebook ads,,,,"556,00","-805 625,81"
,A 123,2024-12-28,meta facebook ads,,,,"612,00","-806 237,81"
,A 89,2024-12-30,AIMO PARK - HYRESAVI F.41986486320,,,,"1 484,34","-807 722,15"
,A 90,2024-12-30,Crona kassasystem,,,,"220,00","-807 942,15"
,A 458,2025-01-08,Swish betalning EASYPARK AB - Business parking,,,,"19,00","-807 961,15"
,A 284,2025-01-09,Money out to IBAN - SE2150000000057461042734 - ZSE104000077549,,,"12 000,00",,"-795 961,15"
,A 448,2025-01-09,Received money from ahmed gheyath,,,,"68 110,00","-864 071,15"
,A 446,2025-01-14,Received money from MOHAMMAD SAMI,,,,"139,83","-864 210,98"
,A 447,2025-01-14,Received money from MOHAMMAD SAMI,,,,"50 253,92","-914 464,90"
,A 445,2025-01-17,Received money from ahmed gheyath,,,,"57 101,20","-971 566,10"
,A 444,2025-01-21,Received money from ahmed gheyath,,,,"27 841,70","-999 407,80"
,A 250,2025-01-22,Viva Wallet Card Purchase - WILLYS ESKILSTUNA C,,,"708,00",,"-998 699,80"
,A 242,2025-01-25,Viva Wallet Card Purchase - ARAN FOOD AB,,,"1 099,00",,"-997 600,80"
,A 234,2025-01-28,Repayment of Director's Loan  bil ,,,"12 000,00",,"-985 600,80"
,A 205,2025-02-08,Viva Wallet Card Purchase - WILLYS ESKILSTUNA C,,,"1 253,00",,"-984 347,80"
,A 200,2025-02-09,Viva Wallet Card Purchase - ARAN FOOD AB,,,"2 597,00",,"-981 750,80"
,A 402,2025-02-11,Card transaction Kontanten,,,"1 300,00",,"-980 450,80"
,A 400,2025-02-12,Repayment of Director's Loan,,,"30 505,64",,"-949 945,16"
,A 584,2025-02-13,Repayment of Director's Loan,,,,"15 000,00","-964 945,16"
,A 585,2025-02-13,Repayment of Director's Loan,,,,"15 000,00","-979 945,16"
,A 188,2025-02-17,Viva Wallet Card Purchase - WILLYS ESKILSTUNA C,,,"1 573,00",,"-978 372,16"
,A 579,2025-02-17,Repayment of Director's Loan,,,"30 000,00",,"-948 372,16"
,A 182,2025-02-20,Viva Wallet Card Purchase - ARAN FOOD AB,,,"1 145,00",,"-947 227,16"
,A 457,2025-02-26,Purchase of co. vehicle; part-financed by Director's Loan bil GLS947,,,,"12 500,00","-959 727,16"
,A 587,2025-02-27,Loan from Director to Company - Cash Flow Support,,,,"7 000,00","-966 727,16"
,A 459,2025-03-03,Kortkp ST1 GILLBERGAPLAN - Business fuel,,,,"757,40","-967 484,56"
,A 396,2025-03-12,Card transaction Babylon Livs,,,"32,00",,"-967 452,56"
,A 387,2025-03-15,Card transaction Ma Livs,,,"16,98",,"-967 435,58"
,A 388,2025-03-15,Card transaction Ma Livs,,,"26,96",,"-967 408,62"
,A 389,2025-03-15,Card transaction Lidl,,,"60,70",,"-967 347,92"
,A 380,2025-03-17,Card transaction In & Finn,,,"12,00",,"-967 335,92"
,A 382,2025-03-17,Card transaction ICA,,,"166,00",,"-967 169,92"
,A 383,2025-03-17,Card transaction Aran Food,,,"29,99",,"-967 139,93"
,A 379,2025-03-22,Card transaction Aran Food,,,"686,75",,"-966 453,18"
,A 342,2025-03-29,Money out to IBAN - SE6230000000030860059626,,,"68,00",,"-966 385,18"
,A 558,2025-03-31,Repayment of Director's Loan,,,"8 300,00",,"-958 085,18"
,A 370,2025-04-04,Card transaction Willys,,,"838,90",,"-957 246,28"
,A 371,2025-04-04,Card transaction Willys,,,"1 064,63",,"-956 181,65"
,A 413,2025-04-07,Sent money to ahmed gheyath al-sharif,,,"2 180,35",,"-954 001,30"
,A 415,2025-04-07,Sent money to ahmed gheyath al-sharif,,,"941,72",,"-953 059,58"
,A 364,2025-04-13,Card transaction Willys,,,"856,23",,"-952 203,35"
,A 361,2025-04-14,Card transaction Willys,,,"199,90",,"-952 003,45"
,A 534,2025-04-28,Repayment of Director's Loan,,,"5 000,00",,"-947 003,45"
,A 437,2025-05-13,Sent money to ahmed gheyath al-sharif,,,"11 273,60",,"-935 729,85"
,A 508,2025-05-20,Repayment of Director's Loan,,,,"10 000,00","-945 729,85"
,A 505,2025-05-26,Repayment of Director's Loan,,,"12 906,00",,"-932 823,85"
,A 499,2025-05-27,Repayment of Director's Loan,,,"1 000,00",,"-931 823,85"
,A 500,2025-05-27,Repayment of Director's Loan,,,"6 000,00",,"-925 823,85"
,A 493,2025-06-02,51500954163 - Insttning,,,,"8 985,00","-934 808,85"
,A 494,2025-06-02,51500997244 - Insttning,,,,"5 098,00","-939 906,85"
,A 492,2025-06-03,Repayment of Director's Loan,,,"25 000,00",,"-914 906,85"
,A 412,2025-06-16,Sent money to ahmed gheyath al-sharif,,,"1 106,70",,"-913 800,15"
,A 425,2025-06-16,Sent money to Mohammad Alsharef,,,"2 100,00",,"-911 700,15"
,A 479,2025-06-18,Loan from Director to Company - Cash Flow Support,,,,"11 000,00","-922 700,15"
,A 472,2025-06-24,Repayment of Director's Loan,,,"20 000,00",,"-902 700,15"
,A 473,2025-06-24,Repayment of Director's Loan,,,"12 713,12",,"-889 987,03"
,A 474,2025-06-24,Auronis Repayment of Director's Loan,,,"11 000,00",,"-878 987,03"
,A 460,2025-06-26,Kortkp Besikta Eskilstuna - Business vehicle inspection,,,,"359,00","-879 346,03"
,A 462,2025-06-26,Repayment of documented loan from related party (Alsharif),,,,"728 987,00","-1 608 333,03"
,A 468,2025-06-27,Repayment of Director's Loan,,,"45 000,00",,"-1 563 333,03"
,A 600,2025-06-30,235-IST-266493095 invoice 42 shipping from turkey ,,,,"44 500,00","-1 607 833,03"
,A 608,2025-06-30,Omfring av 65% av ln frn Ahmed Gheyath Al-Sharif till villkorat aktiegartillskott enligt avtal 2025-07-20.,,,"1,00",,"-1 607 832,03"
,A 745,2025-06-30,terbitalning till nra stnde ,,,"35 000,00",,"-1 572 832,03"
,A 613,2025-07-01,Google G Suite software,,,,"101,41","-1 572 933,44"
,A 614,2025-07-01,Fortnox software subscription,,,,"149,00","-1 573 082,44"
,A 615,2025-07-01,TikTok advertising,,,,"55,77","-1 573 138,21"
,A 624,2025-07-03,TEMU.COM - Business supplies,,,,"339,00","-1 573 477,21"
,A 622,2025-07-05,Moneygram Greece - business travel,,,,"2 944,11","-1 576 421,32"
,A 623,2025-07-06,Sormland traffic business travel,,,,"23,00","-1 576 444,32"
,A 627,2025-07-07,Aviation fee - flight booking,,,,"35,00","-1 576 479,32"
,A 625,2025-07-08,TEMU.COM - Business supplies,,,,"702,00","-1 577 181,32"
,A 634,2025-07-14,Fatoora Riyadh - business travel,,,,"906,03","-1 578 087,35"
,A 626,2025-07-19,TikTok Ads - Marketing expense,,,,"2 000,00","-1 580 087,35"
,A 643,2025-07-24,Shareholder loan repayment,,,"15 274,28",,"-1 564 813,07"
,A 650,2025-07-31,Anthropic AI software,,,,"1 125,75","-1 565 938,82"
,A 734,2025-08-01,Google G Suite software,,,,"73,01","-1 566 011,83"
,A 655,2025-08-02,Fortnox software subscription,,,,"149,00","-1 566 160,83"
,A 660,2025-08-08,Tele2 telecom service,,,,"112,84","-1 566 273,67"
,A 730,2025-08-10,Resecentrum travel booking,,,,"1 136,00","-1 567 409,67"
,A 731,2025-08-11,National Express - business transport,,,,"279,99","-1 567 689,66"
,A 666,2025-08-16,Clas Ohlson business supplies,,,,"79,90","-1 567 769,56"
,A 667,2025-08-16,Shopify advertising EUR,,,,"409,08","-1 568 178,64"
,A 668,2025-08-16,IN & FINN AB business supplies,,,,"241,00","-1 568 419,64"
,A 672,2025-08-26,Hi3G telecom service,,,,"1 215,00","-1 569 634,64"
,A 732,2025-08-26,Budgetair flight booking,,,,"555,88","-1 570 190,52"
,A 673,2025-08-27,Shareholder loan repayment 2,,,"12 000,00",,"-1 558 190,52"
,A 735,2025-09-01,Google G Suite software,,,,"70,83","-1 558 261,35"
,A 736,2025-09-02,Shopify advertising EUR,,,,"156,65","-1 558 418,00"
,A 696,2025-09-03,Fortnox software subscription,,,,"149,00","-1 558 567,00"
,A 697,2025-09-03,Temu business supplies,,,"281,19",,"-1 558 285,81"
,A 707,2025-09-05,OpenAI AI software,,,,"120,90","-1 558 406,71"
,A 733,2025-09-05,Aviation fee,,,,"39,00","-1 558 445,71"
,A 709,2025-09-06,Malardalstrafik business transport,,,,"367,00","-1 558 812,71"
,A 712,2025-09-13,Shopify advertising EUR,,,,"400,82","-1 559 213,53"
,A 719,2025-09-22,Hi3G telecom service,,,,"1 611,00","-1 560 824,53"
,A 743,2025-09-22,Transfer payment from Wise USD account,,,"9 426,49",,"-1 551 398,04"
,A 720,2025-09-24,TikTok advertising,,,,"1 588,00","-1 552 986,04"
,A 726,2025-09-30,Shareholder loan repayment 3,,,"27 905,00",,"-1 525 081,04"
,A 728,2025-09-30,Shareholder loan repayment 4,,,"17 000,00",,"-1 508 081,04"
,A 729,2025-09-30,St1 Gillbergaplan fuel,,,,"980,77","-1 509 061,81"
,A 995,2025-10-01,TikTok Ads - Marknadsforing,,,,"1 070,11","-1 510 131,92"
,A 998,2025-10-01,Google GSUITE - Fretagstjanst,,,,"63,77","-1 510 195,69"
,A 1019,2025-10-05,Tubekick - Underhllning/Fretag,,,,"131,06","-1 510 326,75"
,A 776,2025-10-06,St1 Gillbergaplan - Company fuel,,,,"906,47","-1 511 233,22"
,A 792,2025-10-06,Loan repayment TRY 61066.41 TRY kurs 4.43,,,"13 862,75",,"-1 497 370,47"
,A 978,2025-10-06,Wise Enterprise transfer,,,,"2 026,20","-1 499 396,67"
,A 981,2025-10-06,G&S By Samis jackets test transaktion,,,,"1,00","-1 499 397,67"
,A 981,2025-10-06,G&S By Samis jackets test transaktion,,,"1,00",,"-1 499 396,67"
,A 982,2025-10-06,G&S By Samis jackets test transaktion,,,,"1,00","-1 499 397,67"
,A 982,2025-10-06,G&S By Samis jackets test transaktion,,,"1,00",,"-1 499 396,67"
,A 777,2025-10-07,TEMU.COM - Company purchase,,,,"1 117,28","-1 500 513,95"
,A 778,2025-10-09,AMAZONMKTPLC - Company purchase,,,,"1 293,87","-1 501 807,82"
,A 779,2025-10-10,PEGASUS Turkey flight - Company travel,,,,"867,14","-1 502 674,96"
,A 795,2025-10-10,Loan repayment USD 320.00 USD,,,"2 944,00",,"-1 499 730,96"
,A 1017,2025-10-11,Apple.com iCloud - Fretagstjanst,,,,"249,00","-1 499 979,96"
,A 992,2025-10-12,MALARDALSTRAFIKEN - Arbetsresa,,,,"367,00","-1 500 346,96"
,A 1001,2025-10-13,Shopify Platform - E-handel,,,,"404,59","-1 500 751,55"
,A 991,2025-10-14,MALARDALSTRAFIKEN - Arbetsresa,,,,"367,00","-1 501 118,55"
,A 780,2025-10-16,TEMU.COM refund,,,"126,62",,"-1 500 991,93"
,A 781,2025-10-16,TEMU.COM refund,,,"24,64",,"-1 500 967,29"
,A 1016,2025-10-16,Apple.com iCloud - Fretagstjanst,,,,"18,00","-1 500 985,29"
,A 980,2025-10-20,G&S By Samis jackets test transaktion,,,,"1,00","-1 500 986,29"
,A 980,2025-10-20,G&S By Samis jackets test transaktion,,,"1,00",,"-1 500 985,29"
,A 984,2025-10-23,Fortnox Bokforingsprogram,,,,"149,00","-1 501 134,29"
,A 989,2025-10-26,SJ AB Tag - Arbetsresa,,,,"96,00","-1 501 230,29"
,A 990,2025-10-26,SJ AB Tag - Arbetsresa,,,,"96,00","-1 501 326,29"
,A 985,2025-11-01,Fortnox Bokforingsprogram,,,,"149,00","-1 501 475,29"
,A 996,2025-11-01,Google GSUITE - Fretagstjanst,,,,"63,12","-1 501 538,41"
,A 979,2025-11-03,G&S By Samis jackets test transaktion,,,,"1,00","-1 501 539,41"
,A 979,2025-11-03,G&S By Samis jackets test transaktion,,,"1,00",,"-1 501 538,41"
,A 1003,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,,"21,28","-1 501 559,69"
,A 1004,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,,"104,51","-1 501 664,20"
,A 1005,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,,"63,87","-1 501 728,07"
,A 1006,2025-11-03,VIMLA Telefonabonnemang - Fretag,,,,"63,87","-1 501 791,94"
,A 1011,2025-11-10,St1 Gillbergaplan - Fretagsbrnsle,,,,"946,42","-1 502 738,36"
,A 1002,2025-11-12,Shopify Platform - E-handel,,,,"500,61","-1 503 238,97"
,A 986,2025-11-14,Fortnox Bokforingsprogram,,,,"24,00","-1 503 262,97"
,A 1020,2025-11-15,TG JBC Orebro - Arbetsresa,,,,"2 055,00","-1 505 317,97"
,A 1013,2025-11-16,Apple.com iCloud - Fretagstjanst,,,,"17,00","-1 505 334,97"
,A 895,2025-11-17,Skuld 2893 inbetalning 6641229,,,,"284,00","-1 505 618,97"
,A 988,2025-11-17,"Skatteverket Betalning (korrigerad med verifikation A1031 av Mohammad Sami Alsharef, 2026-01-07)",,,,"400,00","-1 506 018,97"
,A 1031,2025-11-17,"Korrigering av ver.nr. A988, Skatteverket Betalning (av Mohammad Sami Alsharef, 2026-01-07)",,,"400,00",,"-1 505 618,97"
,A 782,2025-11-24,APPLE.COM/BILL - iCloud company,,,,"249,00","-1 505 867,97"
,A 972,2025-11-24,Liuhua Hotel Guangzhou - Kinaresa arbetsresa,,,,"7 178,53","-1 513 046,50"
,A 1012,2025-11-25,AIMO Parkering - Fretag,,,,"354,95","-1 513 401,45"
,A 906,2025-11-26,Skuld 2893 inbetalning,,,,"19 000,00","-1 532 401,45"
,A 907,2025-11-26,SAMIS1 Skuld 2893 inbetalning,,,,"20 000,00","-1 552 401,45"
,A 909,2025-11-26,Skuld 2893 inbetalning 6641229,,,,"778,00","-1 553 179,45"
,A 910,2025-11-26,Skuld 2893 inbetalning SKULDRA,,,,"38 800,00","-1 591 979,45"
,A 783,2025-11-27,FOREX 861 Arlanda - Future World Tech loan,,,,"6 500,00","-1 598 479,45"
,A 784,2025-11-27,FOREX 861 Arlanda - Future World Tech loan,,,,"10 000,00","-1 608 479,45"
,A 785,2025-11-27,FOREX 861 Arlanda - Future World Tech loan,,,,"10 000,00","-1 618 479,45"
,A 912,2025-11-27,Inbetalning 07306298220,,,,"7 856,00","-1 626 335,45"
,A 974,2025-11-27,FOREX Arlanda - Lneavans till Future World Tech,,,,"10 000,00","-1 636 335,45"
,A 993,2025-11-27,MALARDALSTRAFIKEN - Arbetsresa,,,,"734,00","-1 637 069,45"
,A 975,2025-11-28,Kontantuttagsavgift - Remamber kort avgift,,,,"240,00","-1 637 309,45"
,A 973,2025-11-29,Liuhua Hotel Guangzhou - Kinaresa arbetsresa,,,,"4 486,38","-1 641 795,83"
,A 997,2025-12-01,Google GSUITE - Fretagstjanst,,,,"63,42","-1 641 859,25"
,A 999,2025-12-01,TikTok Ads - Marknadsforing,,,,"29,03","-1 641 888,28"
,A 1018,2025-12-02,Partners on Booking BV - Resekostnader Arlanda,,,,"1 424,34","-1 643 312,62"
,A 1000,2025-12-03,TikTok Ads - Marknadsforing,,,,"2 744,00","-1 646 056,62"
,A 1007,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,,"60,00","-1 646 116,62"
,A 1008,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,,"60,00","-1 646 176,62"
,A 1009,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,,"60,00","-1 646 236,62"
,A 1010,2025-12-03,VIMLA Telefonabonnemang - Fretag,,,,"20,00","-1 646 256,62"
,A 976,2025-12-05,Aviavgift - Remamber kortavgift,,,,"31,20","-1 646 287,82"
,A 977,2025-12-05,vertrasseringsavgift - Remamber,,,,"76,00","-1 646 363,82"
,A 983,2025-12-09,YESIM Roaming - Kinaresa,,,,"167,17","-1 646 530,99"
,A 1014,2025-12-11,Apple.com iCloud - Fretagstjanst,,,,"249,00","-1 646 779,99"
,A 987,2025-12-12,Fortnox Bokforingsprogram,,,,"149,00","-1 646 928,99"
,A 1015,2025-12-16,Apple.com iCloud - Fretagstjanst,,,,"18,00","-1 646 946,99"
,A 839,2025-12-17,Loan repayment USD 225.96 USD kurs 9.33791,,,"2 110,00",,"-1 644 836,99"
,A 994,2025-12-24,Swish Auronis AB - Fretagsbetalning,,,,"100,00","-1 644 936,99"
,A 994,2025-12-24,Swish Auronis AB - Fretagsbetalning,,,"100,00",,"-1 644 836,99"
,A 844,2025-12-25,Loan repayment USD 205.02 USD kurs 9.17442,,,"1 880,94",,"-1 642 956,05"
,A 845,2025-12-25,Loan repayment USD 7.49 USD kurs 9.17442,,,"68,70",,"-1 642 887,35"
,A 846,2025-12-25,Loan repayment USD 63.11 USD kurs 9.17442,,,"579,00",,"-1 642 308,35"
,A 1030,2025-12-31,återbetalning till ahmed ,,,"43 381,00",,"-1 598 927,35"
,,,"""Utgående saldo:""",,"0,00","450 883,08","2 049 810,43","-1 598 927,35"
,,,,,,,,
3051 Försäljn varor 25% sv,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 436,2025-01-07,Received money from STRIPE,05 (25%),"-209,81",,"839,23","-839,23"
,A 435,2025-01-10,Received money from STRIPE,05 (25%),"-390,38",,"1 561,54","-2 400,77"
,A 433,2025-01-24,Received money from STRIPE,05 (25%),"-127,54",,"510,14","-2 910,91"
,A 431,2025-02-07,Received money from STRIPE,05 (25%),"-783,17",,"3 132,67","-6 043,58"
,A 452,2025-03-28,Crona Kassa Sales Period 1 Oct-Mar 28,05 (25%),"-22 109,00",,"88 436,00","-94 479,58"
,A 428,2025-04-04,Received money from STRIPE,05 (25%),"-343,32",,"1 373,28","-95 852,86"
,A 453,2025-05-28,Shopify POS Sales Period Mar 29-May 28,05 (25%),"-34 765,03",,"139 060,11","-234 912,97"
,A 454,2025-06-30,Easy Cashier Sales Period May 29-Jun 30,05 (25%),"-9 415,50",,"37 662,00","-272 574,97"
,A 661,2025-08-11,Customer payment via Bankgiro - direktbetalning,05 (25%),"-62,50",,"250,00","-272 824,97"
,A 737,2025-09-30,Q3 2025 card sales via Worldline,05 (25%),"-31 156,14",,"124 624,56","-397 449,53"
,A 738,2025-09-30,Q3 2025 cash sales,05 (25%),"-5 254,24",,"21 016,94","-418 466,47"
,A 958,2025-10-03,Shopify EUR 103.75,05 (25%),"-238,62",,"954,50","-419 420,97"
,A 959,2025-10-10,Shopify EUR 86.12,05 (25%),"-198,08",,"792,30","-420 213,27"
,A 960,2025-10-17,Shopify EUR 418.35,05 (25%),"-962,20",,"3 848,82","-424 062,09"
,A 961,2025-10-24,Shopify EUR 154.12,05 (25%),"-354,48",,"1 417,90","-425 479,99"
,A 954,2025-10-31,Kortforsaljning Oktober Worldline,05 (25%),"-15 137,04",,"60 548,17","-486 028,16"
,A 962,2025-11-07,Shopify EUR 371.75,05 (25%),"-855,02",,"3 420,10","-489 448,26"
,A 963,2025-11-14,Shopify EUR 86.37,05 (25%),"-198,66",,"794,66","-490 242,92"
,A 964,2025-11-21,Shopify EUR 1398.29,05 (25%),"-3 216,07",,"12 864,27","-503 107,19"
,A 965,2025-11-28,Shopify EUR 2199.39,05 (25%),"-5 058,60",,"20 234,39","-523 341,58"
,A 1021,2025-11-28,Shopify Sale for Wise payout,05 (25%),"-7 987,00",,"31 947,98","-555 289,56"
,A 955,2025-11-30,Kortforsaljning November Worldline,05 (25%),"-30 689,46",,"122 757,85","-678 047,41"
,A 966,2025-12-05,Shopify EUR 573.75,05 (25%),"-1 319,62",,"5 278,50","-683 325,91"
,A 967,2025-12-12,Shopify EUR 58.31,05 (25%),"-134,11",,"536,44","-683 862,35"
,A 968,2025-12-29,Shopify EUR 86.77,05 (25%),"-199,57",,"798,28","-684 660,63"
,A 956,2025-12-31,Kortforsaljning December Worldline,05 (25%),"-17 431,33",,"69 725,33","-754 385,96"
,A 957,2025-12-31,Kontantforsaljning Q4,05 (25%),"-8 617,55",,"34 470,20","-788 856,16"
,,,"""Utgående saldo:""",,"-197 214,04","0,00","788 856,16","-788 856,16"
,,,,,,,,
3740 Öres- och kronutjämning,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 590,2024-12-31,Momsredovisning oktober-december 2024,,,"0,16",,"0,16"
,A 591,2025-03-31,Momsredovisning januari-mars 2025,,,,"1,40","-1,24"
,A 592,2025-06-30,Momsredovisning april-juni 2025,,,"0,02",,"-1,22"
,A 746,2025-09-30,Momsredovisning juli-september 2025,,,,"0,07","-1,29"
,A 1035,2025-12-31,Momsredovisning oktober-december 2025,,,"0,19",,"-1,10"
,,,"""Utgående saldo:""",,"0,00","0,37","1,47","-1,10"
,,,,,,,,
3980 Erhållna offentliga bidrag,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 755,2025-06-12,Anstallningsstod juni 2025 fran Arbetsformedlingen,,,,"21 027,00","-21 027,00"
,A 762,2025-07-14,Anstallningsstod juli 2025 fran Arbetsformedlingen,,,,"9 112,00","-30 139,00"
,,,"""Utgående saldo:""",,"0,00","0,00","30 139,00","-30 139,00"
,,,,,,,,
4000 Inköp av handelsvaror (gruppkonto),,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 777,2025-10-07,TEMU.COM - Company purchase,,,"893,82",,"893,82"
,A 778,2025-10-09,AMAZONMKTPLC - Company purchase,,,"1 035,10",,"1 928,92"
,A 780,2025-10-16,TEMU.COM refund,,,,"101,30","1 827,62"
,A 781,2025-10-16,TEMU.COM refund,,,,"19,71","1 807,91"
,,,"""Utgående saldo:""",,"0,00","1 928,92","121,01","1 807,91"
,,,,,,,,
4001 Inkop av tjanst,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 174,2024-11-20,Elmontering till strñckning,,,"3 605,60",,"3 605,60"
,A 68,2024-11-28,(CVS CENTER ),,,"1 085,00",,"4 690,60"
,A 150,2024-11-28,(605272 CVS),,,"1 085,00",,"5 775,60"
,A 60,2024-11-30,"Assemblin EL AB (korrigerad med verifikation A243 av Mohammad Sami Alsharef, 2025-06-27) (korrigerad med verifikation A2",,,"3 605,59",,"9 381,19"
,A 176,2025-01-13,Crona Software AB,,,"48,80",,"9 429,99"
,A 177,2025-01-13,Fortnox Finans AB,,,"76,80",,"9 506,79"
,A 178,2025-01-14,Fortnox Finans AB,,,"76,80",,"9 583,59"
,,,"""Utgående saldo:""",,"0,00","9 583,59","0,00","9 583,59"
,,,,,,,,
4110 Kostnad slda varor,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 601,2025-06-30,KSV fr slda damjackor oktober 2024 - juni 2025,,,"163 049,24",,"163 049,24"
,A 602,2025-06-30,KSV fr slda kinaprodukter oktober 2024 - juni 2025,,,"42 970,00",,"206 019,24"
,A 610,2025-09-30,COGS - Q3 2025 sales (921 units),,,"45 344,24",,"251 363,48"
,A 969,2025-12-31,Varuforbrukning Q4 2025,,,"225 647,19",,"477 010,67"
,,,"""Utgående saldo:""",,"0,00","477 010,67","0,00","477 010,67"
,,,,,,,,
4530 Inköp av tjänster m.m. från utlandet,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 971,2025-12-31,Kassation och svinn Q4 2025,,,"10 495,22",,"10 495,22"
,,,"""Utgående saldo:""",,"0,00","10 495,22","0,00","10 495,22"
,,,,,,,,
"4545 Import av råvaror och material, 25 % moms",,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 91,2024-09-26,"Invoice (USD 40008) FIK20240000000042 vx enl. kurs 10,2296",50 (25%),"102 316,46","409 265,84",,"409 265,84"
,A 92,2024-10-16,"Invoice #906 (USD 30700 enl. vxelkurs 10,4144)",50 (25%),"79 930,52","319 722,08",,"728 987,92"
,A 599,2025-02-01,korrgingirn av valuta fel ,50 (25%),"487,50","1 950,00",,"730 937,92"
,A 588,2025-02-28,First China container - verfring frn Futureworld till inkp,50 (25%),"92 123,00","368 492,00",,"1 099 429,92"
,A 593,2025-06-30,Allokering maskiner och inventarier frn import,50 (25%),"-12 292,67",,"49 170,68","1 050 259,24"
,A 594,2025-06-30,Allokering marknadsfringskostnader frn import,50 (25%),"-9 434,57",,"37 738,29","1 012 520,95"
,A 595,2025-06-30,Allokering handelslager 85% frn import,50 (25%),"-190 375,63",,"761 502,53","251 018,42"
,A 596,2025-06-30,Allokering marknadsfringslager 15% frn import,50 (25%),"-33 595,70",,"134 382,80","116 635,62"
,A 597,2025-06-30,Allokering frbrukningsmaterial frn import,50 (25%),"-562,40",,"2 249,62","114 386,00"
,A 598,2025-06-30,Allokering frakt- och transportkostnader frn import,50 (25%),"-28 598,23",,"114 392,93","-6,93"
,,,"""Utgående saldo:""",,"-1,72","1 099 429,92","1 099 436,85","-6,93"
,,,,,,,,
5010 Lokalhyra,,,,,,,,
,,,"""Ingående saldo perioden:""",,,,,"0,00"
,A 341,2024-12-30,Money out to IBAN - SE7680000890116948003766 - 1088488505 - Hyra med moms,,,"15 424,50",,"15 424,50"
,A 235,2025-01-28,Money out to IBAN - SE7680000890116948003766 - 1088488604 - Hyra med moms,,,"15 424,50",,"30 849,00"
,A 236,2025-01-28,Money out to IBAN - SE7680000890116948003766 - 1088975006 - Hyra med moms,,,"1 422,00",,"32 271,00"
,A 582,2025-02-14,Lokalhyra - med moms,,,"16 608,00",,"48 879,00"
,A 773,2025-02-28,Lokalhyra februari - Lagar office rent,,,"1 516,80",,"50 395,80"
